# CRUSH Pixel Data File
#
# Instrument: HAWC_PLUS
# Scan: 2017-10-25_HA_F445-90_0086_11-127
# Object: W3
# Date: 2017-10-25T10:03:12.990 (MJD: 58051.41970108796)
# Project: 90_0086_11
# Exposure: 93.76044 s.
# Equatorial: 02h25m40.200s 62d06m05.22s (J2000.0)
# Horizontal: -15d26m44.36s 54d24m01.28s
# CRUSH version: 2.41-1 (update.2)
#
# Flag '?' - 0x0x80000000 - Unknown
# Flag 'X' - 0x0x1 - Dead
# Flag 'B' - 0x0x2 - Blind
# Flag 'd' - 0x0x100 - Discarded
# Flag 'g' - 0x0x200 - Gain
# Flag 'n' - 0x0x400 - Noisy
# Flag 'f' - 0x0x800 - Degrees-of-freedom.
# Flag 's' - 0x0x1000 - Spiky
# Flag 'r' - 0x0x2000 - Railing/Saturated
# Flag 'F' - 0x0x4000 - Insufficient phase degrees-of-freedom
# Flag '@' - 0x0x8000 - Bad subarray gain
# Flag 'b' - 0x0x10000 - Bad TES bias gain
# Flag 'm' - 0x0x20000 - Bad MUX gain
# Flag 'R' - 0x0x40000 - Bad detector row gain
# Flag 'M' - 0x0x80000 - Bad series array gain
# Flag 'T' - 0x0x100000 - Flicker noise
# Flag 'L' - 0x0x200000 - LOS response
# Flag '\' - 0x0x400000 - Roll response
#
# ch	gain	weight		flag	eff	Gmux	idx	sub	row	col
R0[4,29]	0.954 	2.065E-4 	-	0.740	1.000	1.000	157	0	4	29
R0[4,30]	0.915 	2.067E-4 	-	0.738	1.000	1.000	158	0	4	30
R0[4,31]	0.782 	2.754E-4 	-	0.826	1.000	1.000	159	0	4	31
R0[5,0]	0.801 	2.718E-4 	-	0.889	1.000	1.000	160	0	5	0
R0[5,1]	0.844 	2.663E-4 	-	0.836	1.000	1.000	161	0	5	1
R0[5,2]	0.680 	3.447E-4 	-	0.932	1.000	1.000	162	0	5	2
R0[5,3]	0.760 	2.163E-4 	-	0.860	1.000	1.000	163	0	5	3
R0[5,4]	0.841 	2.508E-4 	-	0.795	1.000	1.000	164	0	5	4
R0[5,5]	0.893 	2.550E-4 	-	0.773	1.000	1.000	165	0	5	5
R0[5,7]	0.891 	2.269E-4 	-	0.823	1.000	1.000	167	0	5	7
R0[5,8]	0.038 	6.527E-4 	gn	-0.068	1.000	1.000	168	0	5	8
R0[5,9]	0.944 	2.075E-4 	-	0.807	1.000	1.000	169	0	5	9
R0[5,10]	0.983 	1.930E-4 	-	0.768	1.000	1.000	170	0	5	10
R0[5,11]	1.022 	1.227E-4 	-	0.753	1.000	1.000	171	0	5	11
R0[5,12]	-0.001 	6.396E-4 	gn	40.237	1.000	1.000	172	0	5	12
R0[5,13]	1.010 	2.022E-4 	-	0.728	1.000	1.000	173	0	5	13
R0[5,14]	1.104 	1.241E-4 	-	0.696	1.000	1.000	174	0	5	14
R0[5,15]	1.170 	1.683E-4 	-	0.710	1.000	1.000	175	0	5	15
R0[5,16]	1.435 	1.372E-4 	-	0.632	1.000	1.000	176	0	5	16
R0[5,17]	1.267 	1.469E-4 	-	0.712	1.000	1.000	177	0	5	17
R0[5,18]	1.121 	1.529E-4 	-	0.698	1.000	1.000	178	0	5	18
R0[5,19]	1.070 	1.636E-4 	-	0.695	1.000	1.000	179	0	5	19
R0[5,21]	1.002 	2.051E-4 	-	0.734	1.000	1.000	181	0	5	21
R0[5,22]	1.039 	1.983E-4 	-	0.665	1.000	1.000	182	0	5	22
R0[5,23]	1.073 	1.933E-4 	-	0.654	1.000	1.000	183	0	5	23
